SEX,GEO,TIME,AGE,UNIT,ISCED11,Value,FlagFootnotes
M,HU,2008,Y15-64,PC,ED5-8,14.6,
M,HU,2009,Y15-64,PC,ED0-2,22.9,
M,HU,2009,Y15-64,PC,ED3-8,77.1,
M,HU,2009,Y15-64,PC,ED3_4,62.4,
M,HU,2009,Y15-64,PC,ED5-8,14.7,
M,HU,2010,Y15-64,PC,ED0-2,22.5,
M,HU,2010,Y15-64,PC,ED3-8,77.5,
M,HU,2010,Y15-64,PC,ED3_4,62.7,
M,HU,2010,Y15-64,PC,ED5-8,14.8,
M,HU,2011,Y15-64,PC,ED0-2,22.4,
M,HU,2011,Y15-64,PC,ED3-8,77.6,
M,HU,2011,Y15-64,PC,ED3_4,61.9,
M,HU,2011,Y15-64,PC,ED5-8,15.7,
M,HU,2012,Y15-64,PC,ED0-2,21.9,
M,HU,2012,Y15-64,PC,ED3-8,78.1,
M,HU,2012,Y15-64,PC,ED3_4,61.9,
M,HU,2012,Y15-64,PC,ED5-8,16.2,
M,HU,2013,Y15-64,PC,ED0-2,21.2,
M,HU,2013,Y15-64,PC,ED3-8,78.8,
M,HU,2013,Y15-64,PC,ED3_4,62.2,
M,HU,2013,Y15-64,PC,ED5-8,16.6,
M,HU,2014,Y15-64,PC,ED0-2,20.8,b
M,HU,2014,Y15-64,PC,ED3-8,79.2,b
M,HU,2014,Y15-64,PC,ED3_4,61.8,b
M,HU,2014,Y15-64,PC,ED5-8,17.3,b
M,HU,2015,Y15-64,PC,ED0-2,20.8,
M,HU,2015,Y15-64,PC,ED3-8,79.2,
M,HU,2015,Y15-64,PC,ED3_4,61.3,
M,HU,2015,Y15-64,PC,ED5-8,18.0,
M,MT,2006,Y15-64,PC,ED0-2,64.1,
M,MT,2006,Y15-64,PC,ED3-8,35.9,
M,MT,2006,Y15-64,PC,ED3_4,25.2,
M,MT,2006,Y15-64,PC,ED5-8,10.7,
M,MT,2007,Y15-64,PC,ED0-2,64.4,
M,MT,2007,Y15-64,PC,ED3-8,35.6,
M,MT,2007,Y15-64,PC,ED3_4,23.6,
M,MT,2007,Y15-64,PC,ED5-8,12.0,
M,MT,2008,Y15-64,PC,ED0-2,62.9,
M,MT,2008,Y15-64,PC,ED3-8,37.1,
M,MT,2008,Y15-64,PC,ED3_4,24.5,
M,MT,2008,Y15-64,PC,ED5-8,12.6,
M,MT,2009,Y15-64,PC,ED0-2,60.3,
M,MT,2009,Y15-64,PC,ED3-8,39.7,
M,MT,2009,Y15-64,PC,ED3_4,27.5,
M,MT,2009,Y15-64,PC,ED5-8,12.2,
M,MT,2010,Y15-64,PC,ED0-2,59.1,
M,MT,2010,Y15-64,PC,ED3-8,40.9,
M,MT,2010,Y15-64,PC,ED3_4,27.2,
M,MT,2010,Y15-64,PC,ED5-8,13.6,
M,MT,2011,Y15-64,PC,ED0-2,58.7,b
M,MT,2011,Y15-64,PC,ED3-8,41.3,b
M,MT,2011,Y15-64,PC,ED3_4,26.4,b
M,MT,2011,Y15-64,PC,ED5-8,15.0,b
M,MT,2012,Y15-64,PC,ED0-2,56.0,
M,MT,2012,Y15-64,PC,ED3-8,44.0,
M,MT,2012,Y15-64,PC,ED3_4,28.0,
M,MT,2012,Y15-64,PC,ED5-8,16.0,
M,MT,2013,Y15-64,PC,ED0-2,54.7,
M,MT,2013,Y15-64,PC,ED3-8,45.3,
M,MT,2013,Y15-64,PC,ED3_4,28.7,
M,MT,2013,Y15-64,PC,ED5-8,16.5,
M,MT,2014,Y15-64,PC,ED0-2,53.9,b
M,MT,2014,Y15-64,PC,ED3-8,46.1,b
M,MT,2014,Y15-64,PC,ED3_4,28.7,b
M,MT,2014,Y15-64,PC,ED5-8,17.4,b
M,MT,2015,Y15-64,PC,ED0-2,53.3,
M,MT,2015,Y15-64,PC,ED3-8,46.7,
M,MT,2015,Y15-64,PC,ED3_4,29.6,
M,MT,2015,Y15-64,PC,ED5-8,17.1,
M,NL,2006,Y15-64,PC,ED0-2,30.7,
M,NL,2006,Y15-64,PC,ED3-8,69.3,
M,NL,2006,Y15-64,PC,ED3_4,41.8,
M,NL,2006,Y15-64,PC,ED5-8,27.5,
M,NL,2007,Y15-64,PC,ED0-2,30.0,
M,NL,2007,Y15-64,PC,ED3-8,70.0,
M,NL,2007,Y15-64,PC,ED3_4,42.0,
M,NL,2007,Y15-64,PC,ED5-8,28.0,
M,NL,2008,Y15-64,PC,ED0-2,30.2,
M,NL,2008,Y15-64,PC,ED3-8,69.8,
M,NL,2008,Y15-64,PC,ED3_4,40.8,
M,NL,2008,Y15-64,PC,ED5-8,29.1,
M,NL,2009,Y15-64,PC,ED0-2,30.4,
M,NL,2009,Y15-64,PC,ED3-8,69.6,
M,NL,2009,Y15-64,PC,ED3_4,40.2,
M,NL,2009,Y15-64,PC,ED5-8,29.4,
M,NL,2010,Y15-64,PC,ED0-2,31.2,b
M,NL,2010,Y15-64,PC,ED3-8,68.8,b
M,NL,2010,Y15-64,PC,ED3_4,40.0,b
M,NL,2010,Y15-64,PC,ED5-8,28.8,b
M,NL,2011,Y15-64,PC,ED0-2,31.0,b
M,NL,2011,Y15-64,PC,ED3-8,69.0,b
M,NL,2011,Y15-64,PC,ED3_4,40.3,b
M,NL,2011,Y15-64,PC,ED5-8,28.7,b
M,NL,2012,Y15-64,PC,ED0-2,30.3,
M,NL,2012,Y15-64,PC,ED3-8,69.7,
M,NL,2012,Y15-64,PC,ED3_4,40.6,
M,NL,2012,Y15-64,PC,ED5-8,29.1,
M,NL,2013,Y15-64,PC,ED0-2,28.6,b
M,NL,2013,Y15-64,PC,ED3-8,71.4,b
M,NL,2013,Y15-64,PC,ED3_4,41.7,b
M,NL,2013,Y15-64,PC,ED5-8,29.7,b
M,NL,2014,Y15-64,PC,ED0-2,28.5,b
M,NL,2014,Y15-64,PC,ED3-8,71.5,b
M,NL,2014,Y15-64,PC,ED3_4,42.0,b
M,NL,2014,Y15-64,PC,ED5-8,29.5,b
M,NL,2015,Y15-64,PC,ED0-2,28.3,
M,NL,2015,Y15-64,PC,ED3-8,71.7,
M,NL,2015,Y15-64,PC,ED3_4,41.4,
M,NL,2015,Y15-64,PC,ED5-8,30.3,
M,AT,2006,Y15-64,PC,ED0-2,20.3,b
M,AT,2006,Y15-64,PC,ED3-8,79.7,b
M,AT,2006,Y15-64,PC,ED3_4,62.8,b
M,AT,2006,Y15-64,PC,ED5-8,16.9,b
M,AT,2007,Y15-64,PC,ED0-2,20.8,
M,AT,2007,Y15-64,PC,ED3-8,79.2,
M,AT,2007,Y15-64,PC,ED3_4,62.5,
M,AT,2007,Y15-64,PC,ED5-8,16.8,
M,AT,2008,Y15-64,PC,ED0-2,20.3,
M,AT,2008,Y15-64,PC,ED3-8,79.7,
M,AT,2008,Y15-64,PC,ED3_4,62.7,
M,AT,2008,Y15-64,PC,ED5-8,17.0,
M,AT,2009,Y15-64,PC,ED0-2,19.6,
M,AT,2009,Y15-64,PC,ED3-8,80.4,
M,AT,2009,Y15-64,PC,ED3_4,62.8,
M,AT,2009,Y15-64,PC,ED5-8,17.7,
M,AT,2010,Y15-64,PC,ED0-2,19.4,
M,AT,2010,Y15-64,PC,ED3-8,80.6,
M,AT,2010,Y15-64,PC,ED3_4,62.9,
M,AT,2010,Y15-64,PC,ED5-8,17.7,
M,AT,2011,Y15-64,PC,ED0-2,19.5,
M,AT,2011,Y15-64,PC,ED3-8,80.5,
M,AT,2011,Y15-64,PC,ED3_4,62.6,
M,AT,2011,Y15-64,PC,ED5-8,17.9,
M,AT,2012,Y15-64,PC,ED0-2,18.8,
M,AT,2012,Y15-64,PC,ED3-8,81.2,
M,AT,2012,Y15-64,PC,ED3_4,63.0,
M,AT,2012,Y15-64,PC,ED5-8,18.2,
M,AT,2013,Y15-64,PC,ED0-2,18.9,
M,AT,2013,Y15-64,PC,ED3-8,81.1,
M,AT,2013,Y15-64,PC,ED3_4,62.3,
M,AT,2013,Y15-64,PC,ED5-8,18.8,
M,AT,2014,Y15-64,PC,ED0-2,17.3,b
M,AT,2014,Y15-64,PC,ED3-8,82.7,b
M,AT,2014,Y15-64,PC,ED3_4,54.7,b
M,AT,2014,Y15-64,PC,ED5-8,28.1,b
M,AT,2015,Y15-64,PC,ED0-2,16.6,
M,AT,2015,Y15-64,PC,ED3-8,83.4,
M,AT,2015,Y15-64,PC,ED3_4,54.8,
M,AT,2015,Y15-64,PC,ED5-8,28.6,
M,PL,2006,Y15-64,PC,ED0-2,21.0,
M,PL,2006,Y15-64,PC,ED3-8,79.0,
M,PL,2006,Y15-64,PC,ED3_4,66.2,
M,PL,2006,Y15-64,PC,ED5-8,12.7,
M,PL,2007,Y15-64,PC,ED0-2,20.6,
M,PL,2007,Y15-64,PC,ED3-8,79.4,
M,PL,2007,Y15-64,PC,ED3_4,66.3,
M,PL,2007,Y15-64,PC,ED5-8,13.1,
M,PL,2008,Y15-64,PC,ED0-2,19.9,
M,PL,2008,Y15-64,PC,ED3-8,80.1,
M,PL,2008,Y15-64,PC,ED3_4,66.4,
M,PL,2008,Y15-64,PC,ED5-8,13.7,
M,PL,2009,Y15-64,PC,ED0-2,19.0,
M,PL,2009,Y15-64,PC,ED3-8,81.0,
M,PL,2009,Y15-64,PC,ED3_4,66.2,
M,PL,2009,Y15-64,PC,ED5-8,14.8,
M,PL,2010,Y15-64,PC,ED0-2,18.4,b
M,PL,2010,Y15-64,PC,ED3-8,81.6,b
M,PL,2010,Y15-64,PC,ED3_4,65.5,b
M,PL,2010,Y15-64,PC,ED5-8,16.0,b
M,PL,2011,Y15-64,PC,ED0-2,18.0,
M,PL,2011,Y15-64,PC,ED3-8,82.0,
M,PL,2011,Y15-64,PC,ED3_4,65.4,
M,PL,2011,Y15-64,PC,ED5-8,16.6,
M,PL,2012,Y15-64,PC,ED0-2,17.3,
M,PL,2012,Y15-64,PC,ED3-8,82.7,
M,PL,2012,Y15-64,PC,ED3_4,65.1,
M,PL,2012,Y15-64,PC,ED5-8,17.5,
M,PL,2013,Y15-64,PC,ED0-2,16.8,
M,PL,2013,Y15-64,PC,ED3-8,83.2,
M,PL,2013,Y15-64,PC,ED3_4,64.7,
M,PL,2013,Y15-64,PC,ED5-8,18.5,
M,PL,2014,Y15-64,PC,ED0-2,16.2,b
M,PL,2014,Y15-64,PC,ED3-8,83.8,b
M,PL,2014,Y15-64,PC,ED3_4,64.4,b
M,PL,2014,Y15-64,PC,ED5-8,19.5,b
M,PL,2015,Y15-64,PC,ED0-2,15.9,
M,PL,2015,Y15-64,PC,ED3-8,84.1,
M,PL,2015,Y15-64,PC,ED3_4,64.3,
M,PL,2015,Y15-64,PC,ED5-8,19.8,
M,PT,2006,Y15-64,PC,ED0-2,74.7,
M,PT,2006,Y15-64,PC,ED3-8,25.3,
M,PT,2006,Y15-64,PC,ED3_4,15.9,
M,PT,2006,Y15-64,PC,ED5-8,9.4,
M,PT,2007,Y15-64,PC,ED0-2,74.5,
M,PT,2007,Y15-64,PC,ED3-8,25.5,
M,PT,2007,Y15-64,PC,ED3_4,16.1,
M,PT,2007,Y15-64,PC,ED5-8,9.4,
M,PT,2008,Y15-64,PC,ED0-2,73.8,
M,PT,2008,Y15-64,PC,ED3-8,26.2,
M,PT,2008,Y15-64,PC,ED3_4,16.3,
M,PT,2008,Y15-64,PC,ED5-8,9.9,
M,PT,2009,Y15-64,PC,ED0-2,72.1,
M,PT,2009,Y15-64,PC,ED3-8,27.9,
M,PT,2009,Y15-64,PC,ED3_4,17.4,
M,PT,2009,Y15-64,PC,ED5-8,10.5,
M,PT,2010,Y15-64,PC,ED0-2,70.7,
M,PT,2010,Y15-64,PC,ED3-8,29.3,
M,PT,2010,Y15-64,PC,ED3_4,18.4,
M,PT,2010,Y15-64,PC,ED5-8,10.9,
M,PT,2011,Y15-64,PC,ED0-2,67.6,b
M,PT,2011,Y15-64,PC,ED3-8,32.4,b
M,PT,2011,Y15-64,PC,ED3_4,19.7,b
M,PT,2011,Y15-64,PC,ED5-8,12.7,b
M,PT,2012,Y15-64,PC,ED0-2,65.6,
M,PT,2012,Y15-64,PC,ED3-8,34.4,
M,PT,2012,Y15-64,PC,ED3_4,20.7,
M,PT,2012,Y15-64,PC,ED5-8,13.7,
M,PT,2013,Y15-64,PC,ED0-2,63.7,
M,PT,2013,Y15-64,PC,ED3-8,36.3,
M,PT,2013,Y15-64,PC,ED3_4,22.6,
M,PT,2013,Y15-64,PC,ED5-8,13.8,
M,PT,2014,Y15-64,PC,ED0-2,60.7,b
M,PT,2014,Y15-64,PC,ED3-8,39.3,b
M,PT,2014,Y15-64,PC,ED3_4,23.9,b
M,PT,2014,Y15-64,PC,ED5-8,15.4,b
M,PT,2015,Y15-64,PC,ED0-2,58.1,
M,PT,2015,Y15-64,PC,ED3-8,41.9,
M,PT,2015,Y15-64,PC,ED3_4,25.3,
M,PT,2015,Y15-64,PC,ED5-8,16.6,
M,RO,2006,Y15-64,PC,ED0-2,28.2,
M,RO,2006,Y15-64,PC,ED3-8,71.8,
M,RO,2006,Y15-64,PC,ED3_4,62.1,
M,RO,2006,Y15-64,PC,ED5-8,9.7,
M,RO,2007,Y15-64,PC,ED0-2,27.0,
M,RO,2007,Y15-64,PC,ED3-8,73.0,
M,RO,2007,Y15-64,PC,ED3_4,62.9,
M,RO,2007,Y15-64,PC,ED5-8,10.0,
M,RO,2008,Y15-64,PC,ED0-2,26.6,
M,RO,2008,Y15-64,PC,ED3-8,73.4,
M,RO,2008,Y15-64,PC,ED3_4,62.7,
M,RO,2008,Y15-64,PC,ED5-8,10.7,
M,RO,2009,Y15-64,PC,ED0-2,26.9,
M,RO,2009,Y15-64,PC,ED3-8,73.1,
M,RO,2009,Y15-64,PC,ED3_4,62.3,
M,RO,2009,Y15-64,PC,ED5-8,10.9,
M,RO,2010,Y15-64,PC,ED0-2,27.1,b
M,RO,2010,Y15-64,PC,ED3-8,72.9,b
M,RO,2010,Y15-64,PC,ED3_4,61.1,b
M,RO,2010,Y15-64,PC,ED5-8,11.8,b
M,RO,2011,Y15-64,PC,ED0-2,26.8,
M,RO,2011,Y15-64,PC,ED3-8,73.2,
M,RO,2011,Y15-64,PC,ED3_4,60.7,
M,RO,2011,Y15-64,PC,ED5-8,12.6,
M,RO,2012,Y15-64,PC,ED0-2,26.3,
M,RO,2012,Y15-64,PC,ED3-8,73.7,
M,RO,2012,Y15-64,PC,ED3_4,60.7,
M,RO,2012,Y15-64,PC,ED5-8,13.0,
M,RO,2013,Y15-64,PC,ED0-2,26.1,
M,RO,2013,Y15-64,PC,ED3-8,73.9,
M,RO,2013,Y15-64,PC,ED3_4,60.8,
M,RO,2013,Y15-64,PC,ED5-8,13.1,
M,RO,2014,Y15-64,PC,ED0-2,29.1,b
M,RO,2014,Y15-64,PC,ED3-8,70.9,b
M,RO,2014,Y15-64,PC,ED3_4,57.3,b
M,RO,2014,Y15-64,PC,ED5-8,13.5,b
M,RO,2015,Y15-64,PC,ED0-2,27.4,
M,RO,2015,Y15-64,PC,ED3-8,72.6,
M,RO,2015,Y15-64,PC,ED3_4,58.3,
M,RO,2015,Y15-64,PC,ED5-8,14.2,
M,SI,2006,Y15-64,PC,ED0-2,21.2,
M,SI,2006,Y15-64,PC,ED3-8,78.8,
M,SI,2006,Y15-64,PC,ED3_4,63.7,
M,SI,2006,Y15-64,PC,ED5-8,15.1,
M,SI,2007,Y15-64,PC,ED0-2,20.5,
M,SI,2007,Y15-64,PC,ED3-8,79.5,
M,SI,2007,Y15-64,PC,ED3_4,64.1,
M,SI,2007,Y15-64,PC,ED5-8,15.5,
M,SI,2008,Y15-64,PC,ED0-2,20.6,
M,SI,2008,Y15-64,PC,ED3-8,79.4,
M,SI,2008,Y15-64,PC,ED3_4,63.7,
M,SI,2008,Y15-64,PC,ED5-8,15.7,
M,SI,2009,Y15-64,PC,ED0-2,19.6,
M,SI,2009,Y15-64,PC,ED3-8,80.4,
M,SI,2009,Y15-64,PC,ED3_4,64.6,
M,SI,2009,Y15-64,PC,ED5-8,15.8,
M,SI,2010,Y15-64,PC,ED0-2,19.7,
M,SI,2010,Y15-64,PC,ED3-8,80.3,
M,SI,2010,Y15-64,PC,ED3_4,63.9,
M,SI,2010,Y15-64,PC,ED5-8,16.4,
M,SI,2011,Y15-64,PC,ED0-2,18.6,
M,SI,2011,Y15-64,PC,ED3-8,81.4,
M,SI,2011,Y15-64,PC,ED3_4,64.1,
M,SI,2011,Y15-64,PC,ED5-8,17.3,
M,SI,2012,Y15-64,PC,ED0-2,18.4,
M,SI,2012,Y15-64,PC,ED3-8,81.6,
M,SI,2012,Y15-64,PC,ED3_4,63.5,
M,SI,2012,Y15-64,PC,ED5-8,18.2,
M,SI,2013,Y15-64,PC,ED0-2,17.9,
M,SI,2013,Y15-64,PC,ED3-8,82.1,
M,SI,2013,Y15-64,PC,ED3_4,62.3,
M,SI,2013,Y15-64,PC,ED5-8,19.8,
M,SI,2014,Y15-64,PC,ED0-2,17.4,b
M,SI,2014,Y15-64,PC,ED3-8,82.6,b
M,SI,2014,Y15-64,PC,ED3_4,62.2,b
M,SI,2014,Y15-64,PC,ED5-8,20.4,b
M,SI,2015,Y15-64,PC,ED0-2,16.7,
M,SI,2015,Y15-64,PC,ED3-8,83.3,
M,SI,2015,Y15-64,PC,ED3_4,62.1,
M,SI,2015,Y15-64,PC,ED5-8,21.3,
M,SK,2006,Y15-64,PC,ED0-2,16.7,
M,SK,2006,Y15-64,PC,ED3-8,83.3,
M,SK,2006,Y15-64,PC,ED3_4,71.1,
M,SK,2006,Y15-64,PC,ED5-8,12.2,
M,SK,2007,Y15-64,PC,ED0-2,16.7,
M,SK,2007,Y15-64,PC,ED3-8,83.3,
M,SK,2007,Y15-64,PC,ED3_4,71.8,
M,SK,2007,Y15-64,PC,ED5-8,11.5,
M,SK,2008,Y15-64,PC,ED0-2,15.8,
M,SK,2008,Y15-64,PC,ED3-8,84.2,
M,SK,2008,Y15-64,PC,ED3_4,72.3,
M,SK,2008,Y15-64,PC,ED5-8,11.9,
M,SK,2009,Y15-64,PC,ED0-2,15.0,
M,SK,2009,Y15-64,PC,ED3-8,85.0,
M,SK,2009,Y15-64,PC,ED3_4,72.6,
M,SK,2009,Y15-64,PC,ED5-8,12.5,
M,SK,2010,Y15-64,PC,ED0-2,15.0,
M,SK,2010,Y15-64,PC,ED3-8,85.0,
M,SK,2010,Y15-64,PC,ED3_4,71.6,
M,SK,2010,Y15-64,PC,ED5-8,13.4,
M,SK,2011,Y15-64,PC,ED0-2,14.2,b
M,SK,2011,Y15-64,PC,ED3-8,85.8,b
M,SK,2011,Y15-64,PC,ED3_4,71.3,b
M,SK,2011,Y15-64,PC,ED5-8,14.5,b
M,SK,2012,Y15-64,PC,ED0-2,13.8,
M,SK,2012,Y15-64,PC,ED3-8,86.2,
M,SK,2012,Y15-64,PC,ED3_4,71.5,
M,SK,2012,Y15-64,PC,ED5-8,14.7,
M,SK,2013,Y15-64,PC,ED0-2,13.5,
M,SK,2013,Y15-64,PC,ED3-8,86.5,
M,SK,2013,Y15-64,PC,ED3_4,70.9,
M,SK,2013,Y15-64,PC,ED5-8,15.6,
M,SK,2014,Y15-64,PC,ED0-2,14.1,b
M,SK,2014,Y15-64,PC,ED3-8,85.9,b
M,SK,2014,Y15-64,PC,ED3_4,69.9,b
M,SK,2014,Y15-64,PC,ED5-8,16.0,b
M,SK,2015,Y15-64,PC,ED0-2,13.6,
M,SK,2015,Y15-64,PC,ED3-8,86.4,
M,SK,2015,Y15-64,PC,ED3_4,70.2,
M,SK,2015,Y15-64,PC,ED5-8,16.3,
M,FI,2006,Y15-64,PC,ED0-2,28.5,
M,FI,2006,Y15-64,PC,ED3-8,71.5,
M,FI,2006,Y15-64,PC,ED3_4,46.8,
M,FI,2006,Y15-64,PC,ED5-8,24.7,
M,FI,2007,Y15-64,PC,ED0-2,27.7,
M,FI,2007,Y15-64,PC,ED3-8,72.3,
M,FI,2007,Y15-64,PC,ED3_4,46.6,
M,FI,2007,Y15-64,PC,ED5-8,25.6,
M,FI,2008,Y15-64,PC,ED0-2,27.5,
M,FI,2008,Y15-64,PC,ED3-8,72.5,
M,FI,2008,Y15-64,PC,ED3_4,46.9,
M,FI,2008,Y15-64,PC,ED5-8,25.6,
M,FI,2009,Y15-64,PC,ED0-2,26.5,
M,FI,2009,Y15-64,PC,ED3-8,73.5,
M,FI,2009,Y15-64,PC,ED3_4,47.6,
M,FI,2009,Y15-64,PC,ED5-8,25.8,
M,FI,2010,Y15-64,PC,ED0-2,25.7,
M,FI,2010,Y15-64,PC,ED3-8,74.3,
M,FI,2010,Y15-64,PC,ED3_4,47.7,
M,FI,2010,Y15-64,PC,ED5-8,26.7,
M,FI,2011,Y15-64,PC,ED0-2,25.2,
M,FI,2011,Y15-64,PC,ED3-8,74.8,
M,FI,2011,Y15-64,PC,ED3_4,47.6,
M,FI,2011,Y15-64,PC,ED5-8,27.2,
M,FI,2012,Y15-64,PC,ED0-2,24.0,
M,FI,2012,Y15-64,PC,ED3-8,76.0,
M,FI,2012,Y15-64,PC,ED3_4,48.6,
M,FI,2012,Y15-64,PC,ED5-8,27.4,
M,FI,2013,Y15-64,PC,ED0-2,23.0,
M,FI,2013,Y15-64,PC,ED3-8,77.0,
M,FI,2013,Y15-64,PC,ED3_4,48.9,
M,FI,2013,Y15-64,PC,ED5-8,28.1,
M,FI,2014,Y15-64,PC,ED0-2,22.6,b
M,FI,2014,Y15-64,PC,ED3-8,77.4,b
M,FI,2014,Y15-64,PC,ED3_4,48.3,b
M,FI,2014,Y15-64,PC,ED5-8,29.1,b
M,FI,2015,Y15-64,PC,ED0-2,21.5,
M,FI,2015,Y15-64,PC,ED3-8,78.5,
M,FI,2015,Y15-64,PC,ED3_4,48.6,
M,FI,2015,Y15-64,PC,ED5-8,29.8,
M,SE,2006,Y15-64,PC,ED0-2,27.1,b
M,SE,2006,Y15-64,PC,ED3-8,72.9,b
M,SE,2006,Y15-64,PC,ED3_4,50.9,b
M,SE,2006,Y15-64,PC,ED5-8,22.0,b
M,SE,2007,Y15-64,PC,ED0-2,26.7,
M,SE,2007,Y15-64,PC,ED3-8,73.3,
M,SE,2007,Y15-64,PC,ED3_4,50.8,
M,SE,2007,Y15-64,PC,ED5-8,22.5,
M,SE,2008,Y15-64,PC,ED0-2,26.3,
M,SE,2008,Y15-64,PC,ED3-8,73.7,
M,SE,2008,Y15-64,PC,ED3_4,50.9,
M,SE,2008,Y15-64,PC,ED5-8,22.8,
M,SE,2009,Y15-64,PC,ED0-2,25.6,
M,SE,2009,Y15-64,PC,ED3-8,74.4,
M,SE,2009,Y15-64,PC,ED3_4,51.0,
M,SE,2009,Y15-64,PC,ED5-8,23.4,
M,SE,2010,Y15-64,PC,ED0-2,25.2,
M,SE,2010,Y15-64,PC,ED3-8,74.8,
M,SE,2010,Y15-64,PC,ED3_4,50.7,
M,SE,2010,Y15-64,PC,ED5-8,24.1,
M,SE,2011,Y15-64,PC,ED0-2,24.8,
M,SE,2011,Y15-64,PC,ED3-8,75.2,
M,SE,2011,Y15-64,PC,ED3_4,50.8,
M,SE,2011,Y15-64,PC,ED5-8,24.5,
M,SE,2012,Y15-64,PC,ED0-2,24.5,
M,SE,2012,Y15-64,PC,ED3-8,75.5,
M,SE,2012,Y15-64,PC,ED3_4,50.2,
M,SE,2012,Y15-64,PC,ED5-8,25.3,
M,SE,2013,Y15-64,PC,ED0-2,23.8,
M,SE,2013,Y15-64,PC,ED3-8,76.2,
M,SE,2013,Y15-64,PC,ED3_4,49.9,
M,SE,2013,Y15-64,PC,ED5-8,26.3,
M,SE,2014,Y15-64,PC,ED0-2,23.2,b
M,SE,2014,Y15-64,PC,ED3-8,76.8,b
M,SE,2014,Y15-64,PC,ED3_4,49.4,b
M,SE,2014,Y15-64,PC,ED5-8,27.4,b
M,SE,2015,Y15-64,PC,ED0-2,22.8,
M,SE,2015,Y15-64,PC,ED3-8,77.2,
M,SE,2015,Y15-64,PC,ED3_4,49.2,
M,SE,2015,Y15-64,PC,ED5-8,28.1,
M,UK,2006,Y15-64,PC,ED0-2,24.9,
M,UK,2006,Y15-64,PC,ED3-8,75.1,
M,UK,2006,Y15-64,PC,ED3_4,47.7,
M,UK,2006,Y15-64,PC,ED5-8,27.3,
M,UK,2007,Y15-64,PC,ED0-2,25.0,b
M,UK,2007,Y15-64,PC,ED3-8,75.0,b
M,UK,2007,Y15-64,PC,ED3_4,46.9,b
M,UK,2007,Y15-64,PC,ED5-8,28.2,b
M,UK,2008,Y15-64,PC,ED0-2,24.5,b
M,UK,2008,Y15-64,PC,ED3-8,75.5,b
M,UK,2008,Y15-64,PC,ED3_4,47.3,b
M,UK,2008,Y15-64,PC,ED5-8,28.2,b
M,UK,2009,Y15-64,PC,ED0-2,23.6,
M,UK,2009,Y15-64,PC,ED3-8,76.4,
M,UK,2009,Y15-64,PC,ED3_4,46.9,
M,UK,2009,Y15-64,PC,ED5-8,29.5,
M,UK,2010,Y15-64,PC,ED0-2,22.2,b
M,UK,2010,Y15-64,PC,ED3-8,77.8,b
M,UK,2010,Y15-64,PC,ED3_4,47.0,b
M,UK,2010,Y15-64,PC,ED5-8,30.8,b
M,UK,2011,Y15-64,PC,ED0-2,22.3,b
M,UK,2011,Y15-64,PC,ED3-8,77.7,b
M,UK,2011,Y15-64,PC,ED3_4,45.3,b
M,UK,2011,Y15-64,PC,ED5-8,32.4,b
M,UK,2012,Y15-64,PC,ED0-2,21.4,
M,UK,2012,Y15-64,PC,ED3-8,78.6,
M,UK,2012,Y15-64,PC,ED3_4,45.0,
M,UK,2012,Y15-64,PC,ED5-8,33.6,
M,UK,2013,Y15-64,PC,ED0-2,21.1,
M,UK,2013,Y15-64,PC,ED3-8,78.9,
M,UK,2013,Y15-64,PC,ED3_4,44.8,
M,UK,2013,Y15-64,PC,ED5-8,34.1,
M,UK,2014,Y15-64,PC,ED0-2,20.2,b
M,UK,2014,Y15-64,PC,ED3-8,79.8,b
M,UK,2014,Y15-64,PC,ED3_4,44.7,b
M,UK,2014,Y15-64,PC,ED5-8,35.1,b
M,UK,2015,Y15-64,PC,ED0-2,20.1,
M,UK,2015,Y15-64,PC,ED3-8,79.9,
M,UK,2015,Y15-64,PC,ED3_4,44.0,
M,UK,2015,Y15-64,PC,ED5-8,35.9,
M,IS,2006,Y15-64,PC,ED0-2,42.6,u
M,IS,2006,Y15-64,PC,ED3-8,57.4,u
M,IS,2006,Y15-64,PC,ED3_4,36.4,u
M,IS,2006,Y15-64,PC,ED5-8,20.9,u
M,IS,2007,Y15-64,PC,ED0-2,41.5,
M,IS,2007,Y15-64,PC,ED3-8,58.5,
M,IS,2007,Y15-64,PC,ED3_4,35.8,
M,IS,2007,Y15-64,PC,ED5-8,22.7,
M,IS,2008,Y15-64,PC,ED0-2,41.4,
M,IS,2008,Y15-64,PC,ED3-8,58.6,
M,IS,2008,Y15-64,PC,ED3_4,35.9,
M,IS,2008,Y15-64,PC,ED5-8,22.7,
M,IS,2009,Y15-64,PC,ED0-2,40.9,
M,IS,2009,Y15-64,PC,ED3-8,59.1,
M,IS,2009,Y15-64,PC,ED3_4,35.5,
M,IS,2009,Y15-64,PC,ED5-8,23.6,
M,IS,2010,Y15-64,PC,ED0-2,40.6,
M,IS,2010,Y15-64,PC,ED3-8,59.4,
M,IS,2010,Y15-64,PC,ED3_4,37.2,
M,IS,2010,Y15-64,PC,ED5-8,22.1,
M,IS,2011,Y15-64,PC,ED0-2,35.5,
M,IS,2011,Y15-64,PC,ED3-8,64.5,
M,IS,2011,Y15-64,PC,ED3_4,41.8,
M,IS,2011,Y15-64,PC,ED5-8,22.7,
M,IS,2012,Y15-64,PC,ED0-2,35.6,
