SEX,GEO,TIME,AGE,UNIT,ISCED11,Value,FlagFootnotes
T,CH,2013,Y15-64,PC,ED3_4,47.8,
T,CH,2013,Y15-64,PC,ED5-8,33.2,
T,CH,2014,Y15-64,PC,ED0-2,18.1,b
T,CH,2014,Y15-64,PC,ED3-8,81.9,b
T,CH,2014,Y15-64,PC,ED3_4,47.5,b
T,CH,2014,Y15-64,PC,ED5-8,34.4,b
T,CH,2015,Y15-64,PC,ED0-2,17.8,
T,CH,2015,Y15-64,PC,ED3-8,82.2,
T,CH,2015,Y15-64,PC,ED3_4,46.4,
T,CH,2015,Y15-64,PC,ED5-8,35.7,
T,MK,2006,Y15-64,PC,ED0-2,44.0,
T,MK,2006,Y15-64,PC,ED3-8,56.0,
T,MK,2006,Y15-64,PC,ED3_4,45.4,
T,MK,2006,Y15-64,PC,ED5-8,10.6,
T,MK,2007,Y15-64,PC,ED0-2,41.3,
T,MK,2007,Y15-64,PC,ED3-8,58.7,
T,MK,2007,Y15-64,PC,ED3_4,47.0,
T,MK,2007,Y15-64,PC,ED5-8,11.7,
T,MK,2008,Y15-64,PC,ED0-2,42.5,
T,MK,2008,Y15-64,PC,ED3-8,57.5,
T,MK,2008,Y15-64,PC,ED3_4,46.4,
T,MK,2008,Y15-64,PC,ED5-8,11.0,
T,MK,2009,Y15-64,PC,ED0-2,40.5,
T,MK,2009,Y15-64,PC,ED3-8,59.5,
T,MK,2009,Y15-64,PC,ED3_4,47.0,
T,MK,2009,Y15-64,PC,ED5-8,12.5,
T,MK,2010,Y15-64,PC,ED0-2,39.4,
T,MK,2010,Y15-64,PC,ED3-8,60.6,
T,MK,2010,Y15-64,PC,ED3_4,47.3,
T,MK,2010,Y15-64,PC,ED5-8,13.3,
T,MK,2011,Y15-64,PC,ED0-2,38.0,
T,MK,2011,Y15-64,PC,ED3-8,62.0,
T,MK,2011,Y15-64,PC,ED3_4,47.0,
T,MK,2011,Y15-64,PC,ED5-8,15.0,
T,MK,2012,Y15-64,PC,ED0-2,36.9,
T,MK,2012,Y15-64,PC,ED3-8,63.1,
T,MK,2012,Y15-64,PC,ED3_4,47.5,
T,MK,2012,Y15-64,PC,ED5-8,15.7,
T,MK,2013,Y15-64,PC,ED0-2,36.1,
T,MK,2013,Y15-64,PC,ED3-8,63.9,
T,MK,2013,Y15-64,PC,ED3_4,48.8,
T,MK,2013,Y15-64,PC,ED5-8,15.1,
T,MK,2014,Y15-64,PC,ED0-2,35.9,b
T,MK,2014,Y15-64,PC,ED3-8,64.1,b
T,MK,2014,Y15-64,PC,ED3_4,48.9,b
T,MK,2014,Y15-64,PC,ED5-8,15.2,b
T,MK,2015,Y15-64,PC,ED0-2,35.3,
T,MK,2015,Y15-64,PC,ED3-8,64.7,
T,MK,2015,Y15-64,PC,ED3_4,48.5,
T,MK,2015,Y15-64,PC,ED5-8,16.2,
T,TR,2006,Y15-64,PC,ED0-2,71.7,
T,TR,2006,Y15-64,PC,ED3-8,28.3,
T,TR,2006,Y15-64,PC,ED3_4,19.9,
T,TR,2006,Y15-64,PC,ED5-8,8.4,
T,TR,2007,Y15-64,PC,ED0-2,70.8,
T,TR,2007,Y15-64,PC,ED3-8,29.2,
T,TR,2007,Y15-64,PC,ED3_4,20.4,
T,TR,2007,Y15-64,PC,ED5-8,8.8,
T,TR,2008,Y15-64,PC,ED0-2,70.6,
T,TR,2008,Y15-64,PC,ED3-8,29.4,
T,TR,2008,Y15-64,PC,ED3_4,19.9,
T,TR,2008,Y15-64,PC,ED5-8,9.5,
T,TR,2009,Y15-64,PC,ED0-2,70.8,
T,TR,2009,Y15-64,PC,ED3-8,29.2,
T,TR,2009,Y15-64,PC,ED3_4,19.2,
T,TR,2009,Y15-64,PC,ED5-8,10.0,
T,TR,2010,Y15-64,PC,ED0-2,70.7,
T,TR,2010,Y15-64,PC,ED3-8,29.3,
T,TR,2010,Y15-64,PC,ED3_4,18.8,
T,TR,2010,Y15-64,PC,ED5-8,10.5,
T,TR,2011,Y15-64,PC,ED0-2,70.0,
T,TR,2011,Y15-64,PC,ED3-8,30.0,
T,TR,2011,Y15-64,PC,ED3_4,18.7,
T,TR,2011,Y15-64,PC,ED5-8,11.3,
T,TR,2012,Y15-64,PC,ED0-2,68.5,
T,TR,2012,Y15-64,PC,ED3-8,31.5,
T,TR,2012,Y15-64,PC,ED3_4,19.1,
T,TR,2012,Y15-64,PC,ED5-8,12.4,
T,TR,2013,Y15-64,PC,ED0-2,67.7,
T,TR,2013,Y15-64,PC,ED3-8,32.3,
T,TR,2013,Y15-64,PC,ED3_4,19.3,
T,TR,2013,Y15-64,PC,ED5-8,13.0,
T,TR,2014,Y15-64,PC,ED0-2,67.4,b
T,TR,2014,Y15-64,PC,ED3-8,32.6,b
T,TR,2014,Y15-64,PC,ED3_4,19.0,b
T,TR,2014,Y15-64,PC,ED5-8,13.6,b
T,TR,2015,Y15-64,PC,ED0-2,66.0,
T,TR,2015,Y15-64,PC,ED3-8,34.0,
T,TR,2015,Y15-64,PC,ED3_4,19.3,
T,TR,2015,Y15-64,PC,ED5-8,14.8,
M,EU28,2006,Y15-64,PC,ED0-2,32.7,
M,EU28,2006,Y15-64,PC,ED3-8,67.3,
M,EU28,2006,Y15-64,PC,ED3_4,47.6,
M,EU28,2006,Y15-64,PC,ED5-8,19.7,
M,EU28,2007,Y15-64,PC,ED0-2,32.2,
M,EU28,2007,Y15-64,PC,ED3-8,67.8,
M,EU28,2007,Y15-64,PC,ED3_4,47.8,
M,EU28,2007,Y15-64,PC,ED5-8,20.0,
M,EU28,2008,Y15-64,PC,ED0-2,31.6,
M,EU28,2008,Y15-64,PC,ED3-8,68.4,
M,EU28,2008,Y15-64,PC,ED3_4,47.9,
M,EU28,2008,Y15-64,PC,ED5-8,20.5,
M,EU28,2009,Y15-64,PC,ED0-2,31.1,
M,EU28,2009,Y15-64,PC,ED3-8,68.9,
M,EU28,2009,Y15-64,PC,ED3_4,47.8,
M,EU28,2009,Y15-64,PC,ED5-8,21.1,
M,EU28,2010,Y15-64,PC,ED0-2,30.4,
M,EU28,2010,Y15-64,PC,ED3-8,69.6,
M,EU28,2010,Y15-64,PC,ED3_4,47.8,
M,EU28,2010,Y15-64,PC,ED5-8,21.8,
M,EU28,2011,Y15-64,PC,ED0-2,29.5,
M,EU28,2011,Y15-64,PC,ED3-8,70.5,
M,EU28,2011,Y15-64,PC,ED3_4,47.9,
M,EU28,2011,Y15-64,PC,ED5-8,22.5,
M,EU28,2012,Y15-64,PC,ED0-2,28.9,
M,EU28,2012,Y15-64,PC,ED3-8,71.1,
M,EU28,2012,Y15-64,PC,ED3_4,47.9,
M,EU28,2012,Y15-64,PC,ED5-8,23.2,
M,EU28,2013,Y15-64,PC,ED0-2,28.0,
M,EU28,2013,Y15-64,PC,ED3-8,72.0,
M,EU28,2013,Y15-64,PC,ED3_4,48.2,
M,EU28,2013,Y15-64,PC,ED5-8,23.8,
M,EU28,2014,Y15-64,PC,ED0-2,27.7,b
M,EU28,2014,Y15-64,PC,ED3-8,72.3,b
M,EU28,2014,Y15-64,PC,ED3_4,47.9,b
M,EU28,2014,Y15-64,PC,ED5-8,24.4,b
M,EU28,2015,Y15-64,PC,ED0-2,27.3,
M,EU28,2015,Y15-64,PC,ED3-8,72.7,
M,EU28,2015,Y15-64,PC,ED3_4,47.8,
M,EU28,2015,Y15-64,PC,ED5-8,24.9,
M,EU27,2006,Y15-64,PC,ED0-2,32.8,
M,EU27,2006,Y15-64,PC,ED3-8,67.2,
M,EU27,2006,Y15-64,PC,ED3_4,47.5,
M,EU27,2006,Y15-64,PC,ED5-8,19.7,
M,EU27,2007,Y15-64,PC,ED0-2,32.2,
M,EU27,2007,Y15-64,PC,ED3-8,67.8,
M,EU27,2007,Y15-64,PC,ED3_4,47.7,
M,EU27,2007,Y15-64,PC,ED5-8,20.1,
M,EU27,2008,Y15-64,PC,ED0-2,31.7,
M,EU27,2008,Y15-64,PC,ED3-8,68.3,
M,EU27,2008,Y15-64,PC,ED3_4,47.8,
M,EU27,2008,Y15-64,PC,ED5-8,20.6,
M,EU27,2009,Y15-64,PC,ED0-2,31.2,
M,EU27,2009,Y15-64,PC,ED3-8,68.8,
M,EU27,2009,Y15-64,PC,ED3_4,47.7,
M,EU27,2009,Y15-64,PC,ED5-8,21.2,
M,EU27,2010,Y15-64,PC,ED0-2,30.5,
M,EU27,2010,Y15-64,PC,ED3-8,69.5,
M,EU27,2010,Y15-64,PC,ED3_4,47.7,
M,EU27,2010,Y15-64,PC,ED5-8,21.8,
M,EU27,2011,Y15-64,PC,ED0-2,29.6,
M,EU27,2011,Y15-64,PC,ED3-8,70.4,
M,EU27,2011,Y15-64,PC,ED3_4,47.8,
M,EU27,2011,Y15-64,PC,ED5-8,22.6,
M,EU27,2012,Y15-64,PC,ED0-2,28.9,
M,EU27,2012,Y15-64,PC,ED3-8,71.1,
M,EU27,2012,Y15-64,PC,ED3_4,47.8,
M,EU27,2012,Y15-64,PC,ED5-8,23.3,
M,EU27,2013,Y15-64,PC,ED0-2,28.1,
M,EU27,2013,Y15-64,PC,ED3-8,71.9,
M,EU27,2013,Y15-64,PC,ED3_4,48.0,
M,EU27,2013,Y15-64,PC,ED5-8,23.9,
M,EU27,2014,Y15-64,PC,ED0-2,27.7,b
M,EU27,2014,Y15-64,PC,ED3-8,72.3,b
M,EU27,2014,Y15-64,PC,ED3_4,47.8,b
M,EU27,2014,Y15-64,PC,ED5-8,24.5,b
M,EU27,2015,Y15-64,PC,ED0-2,27.4,
M,EU27,2015,Y15-64,PC,ED3-8,72.6,
M,EU27,2015,Y15-64,PC,ED3_4,47.7,
M,EU27,2015,Y15-64,PC,ED5-8,24.9,
M,EU15,2006,Y15-64,PC,ED0-2,35.4,
M,EU15,2006,Y15-64,PC,ED3-8,64.6,
M,EU15,2006,Y15-64,PC,ED3_4,42.8,
M,EU15,2006,Y15-64,PC,ED5-8,21.7,
M,EU15,2007,Y15-64,PC,ED0-2,35.0,
M,EU15,2007,Y15-64,PC,ED3-8,65.0,
M,EU15,2007,Y15-64,PC,ED3_4,43.0,
M,EU15,2007,Y15-64,PC,ED5-8,22.1,
M,EU15,2008,Y15-64,PC,ED0-2,34.4,
M,EU15,2008,Y15-64,PC,ED3-8,65.6,
M,EU15,2008,Y15-64,PC,ED3_4,43.1,
M,EU15,2008,Y15-64,PC,ED5-8,22.5,
M,EU15,2009,Y15-64,PC,ED0-2,33.9,
M,EU15,2009,Y15-64,PC,ED3-8,66.1,
M,EU15,2009,Y15-64,PC,ED3_4,43.0,
M,EU15,2009,Y15-64,PC,ED5-8,23.1,
M,EU15,2010,Y15-64,PC,ED0-2,33.2,
M,EU15,2010,Y15-64,PC,ED3-8,66.8,
M,EU15,2010,Y15-64,PC,ED3_4,43.2,
M,EU15,2010,Y15-64,PC,ED5-8,23.7,
M,EU15,2011,Y15-64,PC,ED0-2,32.2,
M,EU15,2011,Y15-64,PC,ED3-8,67.8,
M,EU15,2011,Y15-64,PC,ED3_4,43.4,
M,EU15,2011,Y15-64,PC,ED5-8,24.5,
M,EU15,2012,Y15-64,PC,ED0-2,31.5,
M,EU15,2012,Y15-64,PC,ED3-8,68.5,
M,EU15,2012,Y15-64,PC,ED3_4,43.4,
M,EU15,2012,Y15-64,PC,ED5-8,25.1,
M,EU15,2013,Y15-64,PC,ED0-2,30.5,
M,EU15,2013,Y15-64,PC,ED3-8,69.5,
M,EU15,2013,Y15-64,PC,ED3_4,43.8,
M,EU15,2013,Y15-64,PC,ED5-8,25.7,
M,EU15,2014,Y15-64,PC,ED0-2,29.9,b
M,EU15,2014,Y15-64,PC,ED3-8,70.1,b
M,EU15,2014,Y15-64,PC,ED3_4,43.9,b
M,EU15,2014,Y15-64,PC,ED5-8,26.2,b
M,EU15,2015,Y15-64,PC,ED0-2,29.6,
M,EU15,2015,Y15-64,PC,ED3-8,70.4,
M,EU15,2015,Y15-64,PC,ED3_4,43.7,
M,EU15,2015,Y15-64,PC,ED5-8,26.6,
M,EA19,2006,Y15-64,PC,ED0-2,37.1,
M,EA19,2006,Y15-64,PC,ED3-8,62.9,
M,EA19,2006,Y15-64,PC,ED3_4,42.6,
M,EA19,2006,Y15-64,PC,ED5-8,20.3,
M,EA19,2007,Y15-64,PC,ED0-2,36.4,
M,EA19,2007,Y15-64,PC,ED3-8,63.6,
M,EA19,2007,Y15-64,PC,ED3_4,43.0,
M,EA19,2007,Y15-64,PC,ED5-8,20.6,
M,EA19,2008,Y15-64,PC,ED0-2,35.8,
M,EA19,2008,Y15-64,PC,ED3-8,64.2,
M,EA19,2008,Y15-64,PC,ED3_4,43.1,
M,EA19,2008,Y15-64,PC,ED5-8,21.1,
M,EA19,2009,Y15-64,PC,ED0-2,35.3,
M,EA19,2009,Y15-64,PC,ED3-8,64.7,
M,EA19,2009,Y15-64,PC,ED3_4,43.0,
M,EA19,2009,Y15-64,PC,ED5-8,21.6,
M,EA19,2010,Y15-64,PC,ED0-2,34.7,
M,EA19,2010,Y15-64,PC,ED3-8,65.3,
M,EA19,2010,Y15-64,PC,ED3_4,43.2,
M,EA19,2010,Y15-64,PC,ED5-8,22.0,
M,EA19,2011,Y15-64,PC,ED0-2,33.6,
M,EA19,2011,Y15-64,PC,ED3-8,66.4,
M,EA19,2011,Y15-64,PC,ED3_4,43.7,
M,EA19,2011,Y15-64,PC,ED5-8,22.7,
M,EA19,2012,Y15-64,PC,ED0-2,32.9,
M,EA19,2012,Y15-64,PC,ED3-8,67.1,
M,EA19,2012,Y15-64,PC,ED3_4,43.8,
M,EA19,2012,Y15-64,PC,ED5-8,23.3,
M,EA19,2013,Y15-64,PC,ED0-2,31.8,
M,EA19,2013,Y15-64,PC,ED3-8,68.2,
M,EA19,2013,Y15-64,PC,ED3_4,44.3,
M,EA19,2013,Y15-64,PC,ED5-8,23.9,
M,EA19,2014,Y15-64,PC,ED0-2,31.3,b
M,EA19,2014,Y15-64,PC,ED3-8,68.7,b
M,EA19,2014,Y15-64,PC,ED3_4,44.4,b
M,EA19,2014,Y15-64,PC,ED5-8,24.3,b
M,EA19,2015,Y15-64,PC,ED0-2,31.0,
M,EA19,2015,Y15-64,PC,ED3-8,69.0,
M,EA19,2015,Y15-64,PC,ED3_4,44.4,
M,EA19,2015,Y15-64,PC,ED5-8,24.6,
M,EA18,2006,Y15-64,PC,ED0-2,37.2,
M,EA18,2006,Y15-64,PC,ED3-8,62.8,
M,EA18,2006,Y15-64,PC,ED3_4,42.4,
M,EA18,2006,Y15-64,PC,ED5-8,20.4,
M,EA18,2007,Y15-64,PC,ED0-2,36.5,
M,EA18,2007,Y15-64,PC,ED3-8,63.5,
M,EA18,2007,Y15-64,PC,ED3_4,42.8,
M,EA18,2007,Y15-64,PC,ED5-8,20.7,
M,EA18,2008,Y15-64,PC,ED0-2,35.9,
M,EA18,2008,Y15-64,PC,ED3-8,64.1,
M,EA18,2008,Y15-64,PC,ED3_4,42.9,
M,EA18,2008,Y15-64,PC,ED5-8,21.1,
M,EA18,2009,Y15-64,PC,ED0-2,35.5,
M,EA18,2009,Y15-64,PC,ED3-8,64.5,
M,EA18,2009,Y15-64,PC,ED3_4,42.9,
M,EA18,2009,Y15-64,PC,ED5-8,21.6,
M,EA18,2010,Y15-64,PC,ED0-2,34.9,
M,EA18,2010,Y15-64,PC,ED3-8,65.1,
M,EA18,2010,Y15-64,PC,ED3_4,43.0,
M,EA18,2010,Y15-64,PC,ED5-8,22.1,
M,EA18,2011,Y15-64,PC,ED0-2,33.7,
M,EA18,2011,Y15-64,PC,ED3-8,66.3,
M,EA18,2011,Y15-64,PC,ED3_4,43.6,
M,EA18,2011,Y15-64,PC,ED5-8,22.7,
M,EA18,2012,Y15-64,PC,ED0-2,33.1,
M,EA18,2012,Y15-64,PC,ED3-8,66.9,
M,EA18,2012,Y15-64,PC,ED3_4,43.7,
M,EA18,2012,Y15-64,PC,ED5-8,23.3,
M,EA18,2013,Y15-64,PC,ED0-2,32.0,
M,EA18,2013,Y15-64,PC,ED3-8,68.0,
M,EA18,2013,Y15-64,PC,ED3_4,44.2,
M,EA18,2013,Y15-64,PC,ED5-8,23.9,
M,EA18,2014,Y15-64,PC,ED0-2,31.5,b
M,EA18,2014,Y15-64,PC,ED3-8,68.5,b
M,EA18,2014,Y15-64,PC,ED3_4,44.2,b
M,EA18,2014,Y15-64,PC,ED5-8,24.3,b
M,EA18,2015,Y15-64,PC,ED0-2,31.1,
M,EA18,2015,Y15-64,PC,ED3-8,68.9,
M,EA18,2015,Y15-64,PC,ED3_4,44.3,
M,EA18,2015,Y15-64,PC,ED5-8,24.6,
M,EA17,2006,Y15-64,PC,ED0-2,37.3,
M,EA17,2006,Y15-64,PC,ED3-8,62.7,
M,EA17,2006,Y15-64,PC,ED3_4,42.3,
M,EA17,2006,Y15-64,PC,ED5-8,20.4,
M,EA17,2007,Y15-64,PC,ED0-2,36.6,
M,EA17,2007,Y15-64,PC,ED3-8,63.4,
M,EA17,2007,Y15-64,PC,ED3_4,42.7,
M,EA17,2007,Y15-64,PC,ED5-8,20.7,
M,EA17,2008,Y15-64,PC,ED0-2,36.0,
M,EA17,2008,Y15-64,PC,ED3-8,64.0,
M,EA17,2008,Y15-64,PC,ED3_4,42.8,
M,EA17,2008,Y15-64,PC,ED5-8,21.2,
M,EA17,2009,Y15-64,PC,ED0-2,35.5,
M,EA17,2009,Y15-64,PC,ED3-8,64.5,
M,EA17,2009,Y15-64,PC,ED3_4,42.8,
M,EA17,2009,Y15-64,PC,ED5-8,21.7,
M,EA17,2010,Y15-64,PC,ED0-2,35.0,
M,EA17,2010,Y15-64,PC,ED3-8,65.0,
M,EA17,2010,Y15-64,PC,ED3_4,42.9,
M,EA17,2010,Y15-64,PC,ED5-8,22.1,
M,EA17,2011,Y15-64,PC,ED0-2,33.8,
M,EA17,2011,Y15-64,PC,ED3-8,66.2,
M,EA17,2011,Y15-64,PC,ED3_4,43.5,
M,EA17,2011,Y15-64,PC,ED5-8,22.8,
M,EA17,2012,Y15-64,PC,ED0-2,33.1,
M,EA17,2012,Y15-64,PC,ED3-8,66.9,
M,EA17,2012,Y15-64,PC,ED3_4,43.6,
M,EA17,2012,Y15-64,PC,ED5-8,23.3,
M,EA17,2013,Y15-64,PC,ED0-2,32.1,
M,EA17,2013,Y15-64,PC,ED3-8,67.9,
M,EA17,2013,Y15-64,PC,ED3_4,44.1,
M,EA17,2013,Y15-64,PC,ED5-8,23.9,
M,EA17,2014,Y15-64,PC,ED0-2,31.5,b
M,EA17,2014,Y15-64,PC,ED3-8,68.5,b
M,EA17,2014,Y15-64,PC,ED3_4,44.2,b
M,EA17,2014,Y15-64,PC,ED5-8,24.3,b
M,EA17,2015,Y15-64,PC,ED0-2,31.2,
M,EA17,2015,Y15-64,PC,ED3-8,68.8,
M,EA17,2015,Y15-64,PC,ED3_4,44.2,
M,EA17,2015,Y15-64,PC,ED5-8,24.7,
M,BE,2006,Y15-64,PC,ED0-2,36.4,
M,BE,2006,Y15-64,PC,ED3-8,63.6,
M,BE,2006,Y15-64,PC,ED3_4,37.3,
M,BE,2006,Y15-64,PC,ED5-8,26.4,
M,BE,2007,Y15-64,PC,ED0-2,35.2,
M,BE,2007,Y15-64,PC,ED3-8,64.8,
M,BE,2007,Y15-64,PC,ED3_4,38.5,
M,BE,2007,Y15-64,PC,ED5-8,26.4,
M,BE,2008,Y15-64,PC,ED0-2,34.1,b
M,BE,2008,Y15-64,PC,ED3-8,65.9,b
M,BE,2008,Y15-64,PC,ED3_4,39.3,b
M,BE,2008,Y15-64,PC,ED5-8,26.6,b
M,BE,2009,Y15-64,PC,ED0-2,33.1,
M,BE,2009,Y15-64,PC,ED3-8,66.9,
M,BE,2009,Y15-64,PC,ED3_4,39.4,
M,BE,2009,Y15-64,PC,ED5-8,27.4,
M,BE,2010,Y15-64,PC,ED0-2,33.4,
M,BE,2010,Y15-64,PC,ED3-8,66.6,
M,BE,2010,Y15-64,PC,ED3_4,38.0,
M,BE,2010,Y15-64,PC,ED5-8,28.6,
M,BE,2011,Y15-64,PC,ED0-2,33.0,
M,BE,2011,Y15-64,PC,ED3-8,67.0,
M,BE,2011,Y15-64,PC,ED3_4,38.9,
M,BE,2011,Y15-64,PC,ED5-8,28.1,
M,BE,2012,Y15-64,PC,ED0-2,32.7,
M,BE,2012,Y15-64,PC,ED3-8,67.3,
M,BE,2012,Y15-64,PC,ED3_4,38.7,
M,BE,2012,Y15-64,PC,ED5-8,28.7,
M,BE,2013,Y15-64,PC,ED0-2,31.8,
M,BE,2013,Y15-64,PC,ED3-8,68.2,
M,BE,2013,Y15-64,PC,ED3_4,39.5,
M,BE,2013,Y15-64,PC,ED5-8,28.8,
M,BE,2014,Y15-64,PC,ED0-2,30.9,b
M,BE,2014,Y15-64,PC,ED3-8,69.1,b
M,BE,2014,Y15-64,PC,ED3_4,39.4,b
M,BE,2014,Y15-64,PC,ED5-8,29.6,b
M,BE,2015,Y15-64,PC,ED0-2,30.0,
M,BE,2015,Y15-64,PC,ED3-8,70.0,
M,BE,2015,Y15-64,PC,ED3_4,40.6,
M,BE,2015,Y15-64,PC,ED5-8,29.4,
M,BG,2006,Y15-64,PC,ED0-2,31.0,b
M,BG,2006,Y15-64,PC,ED3-8,69.0,b
M,BG,2006,Y15-64,PC,ED3_4,54.9,b
M,BG,2006,Y15-64,PC,ED5-8,14.1,b
M,BG,2007,Y15-64,PC,ED0-2,29.1,
M,BG,2007,Y15-64,PC,ED3-8,70.9,
M,BG,2007,Y15-64,PC,ED3_4,56.3,
M,BG,2007,Y15-64,PC,ED5-8,14.6,
M,BG,2008,Y15-64,PC,ED0-2,28.7,
M,BG,2008,Y15-64,PC,ED3-8,71.3,
M,BG,2008,Y15-64,PC,ED3_4,56.3,
M,BG,2008,Y15-64,PC,ED5-8,15.0,
M,BG,2009,Y15-64,PC,ED0-2,27.6,
M,BG,2009,Y15-64,PC,ED3-8,72.4,
M,BG,2009,Y15-64,PC,ED3_4,57.3,
M,BG,2009,Y15-64,PC,ED5-8,15.0,
M,BG,2010,Y15-64,PC,ED0-2,25.3,b
M,BG,2010,Y15-64,PC,ED3-8,74.7,b
M,BG,2010,Y15-64,PC,ED3_4,59.6,b
M,BG,2010,Y15-64,PC,ED5-8,15.1,b
M,BG,2011,Y15-64,PC,ED0-2,24.1,
M,BG,2011,Y15-64,PC,ED3-8,75.9,
M,BG,2011,Y15-64,PC,ED3_4,60.3,
M,BG,2011,Y15-64,PC,ED5-8,15.6,
M,BG,2012,Y15-64,PC,ED0-2,23.0,
M,BG,2012,Y15-64,PC,ED3-8,77.0,
M,BG,2012,Y15-64,PC,ED3_4,60.8,
M,BG,2012,Y15-64,PC,ED5-8,16.1,
M,BG,2013,Y15-64,PC,ED0-2,22.3,
M,BG,2013,Y15-64,PC,ED3-8,77.7,
M,BG,2013,Y15-64,PC,ED3_4,60.4,
M,BG,2013,Y15-64,PC,ED5-8,17.3,
M,BG,2014,Y15-64,PC,ED0-2,23.2,b
M,BG,2014,Y15-64,PC,ED3-8,76.8,b
M,BG,2014,Y15-64,PC,ED3_4,58.4,b
M,BG,2014,Y15-64,PC,ED5-8,18.3,b
M,BG,2015,Y15-64,PC,ED0-2,22.9,
M,BG,2015,Y15-64,PC,ED3-8,77.1,
M,BG,2015,Y15-64,PC,ED3_4,58.4,
M,BG,2015,Y15-64,PC,ED5-8,18.7,
M,CZ,2006,Y15-64,PC,ED0-2,13.7,
M,CZ,2006,Y15-64,PC,ED3-8,86.3,
M,CZ,2006,Y15-64,PC,ED3_4,74.0,
M,CZ,2006,Y15-64,PC,ED5-8,12.3,
M,CZ,2007,Y15-64,PC,ED0-2,13.6,
M,CZ,2007,Y15-64,PC,ED3-8,86.4,
M,CZ,2007,Y15-64,PC,ED3_4,74.0,
M,CZ,2007,Y15-64,PC,ED5-8,12.4,
M,CZ,2008,Y15-64,PC,ED0-2,13.4,
M,CZ,2008,Y15-64,PC,ED3-8,86.6,
M,CZ,2008,Y15-64,PC,ED3_4,73.8,
M,CZ,2008,Y15-64,PC,ED5-8,12.9,
M,CZ,2009,Y15-64,PC,ED0-2,13.0,
M,CZ,2009,Y15-64,PC,ED3-8,87.0,
M,CZ,2009,Y15-64,PC,ED3_4,73.4,
M,CZ,2009,Y15-64,PC,ED5-8,13.7,
M,CZ,2010,Y15-64,PC,ED0-2,12.2,
M,CZ,2010,Y15-64,PC,ED3-8,87.8,
M,CZ,2010,Y15-64,PC,ED3_4,73.2,
M,CZ,2010,Y15-64,PC,ED5-8,14.7,
M,CZ,2011,Y15-64,PC,ED0-2,11.8,b
M,CZ,2011,Y15-64,PC,ED3-8,88.2,b
M,CZ,2011,Y15-64,PC,ED3_4,72.4,b
M,CZ,2011,Y15-64,PC,ED5-8,15.7,b
M,CZ,2012,Y15-64,PC,ED0-2,11.6,
M,CZ,2012,Y15-64,PC,ED3-8,88.4,
M,CZ,2012,Y15-64,PC,ED3_4,71.9,
M,CZ,2012,Y15-64,PC,ED5-8,16.5,
M,CZ,2013,Y15-64,PC,ED0-2,11.4,
M,CZ,2013,Y15-64,PC,ED3-8,88.6,
M,CZ,2013,Y15-64,PC,ED3_4,71.2,
M,CZ,2013,Y15-64,PC,ED5-8,17.4,
M,CZ,2014,Y15-64,PC,ED0-2,10.9,b
M,CZ,2014,Y15-64,PC,ED3-8,89.1,b
M,CZ,2014,Y15-64,PC,ED3_4,71.0,b
M,CZ,2014,Y15-64,PC,ED5-8,18.1,b
M,CZ,2015,Y15-64,PC,ED0-2,11.0,
M,CZ,2015,Y15-64,PC,ED3-8,89.0,
M,CZ,2015,Y15-64,PC,ED3_4,70.5,
M,CZ,2015,Y15-64,PC,ED5-8,18.5,
M,DK,2006,Y15-64,PC,ED0-2,24.4,
M,DK,2006,Y15-64,PC,ED3-8,75.6,
M,DK,2006,Y15-64,PC,ED3_4,48.3,
M,DK,2006,Y15-64,PC,ED5-8,27.3,
M,DK,2007,Y15-64,PC,ED0-2,32.1,b
M,DK,2007,Y15-64,PC,ED3-8,67.9,b
M,DK,2007,Y15-64,PC,ED3_4,44.2,b
M,DK,2007,Y15-64,PC,ED5-8,23.8,b
M,DK,2008,Y15-64,PC,ED0-2,32.6,
M,DK,2008,Y15-64,PC,ED3-8,67.4,
M,DK,2008,Y15-64,PC,ED3_4,43.2,
M,DK,2008,Y15-64,PC,ED5-8,24.1,
M,DK,2009,Y15-64,PC,ED0-2,32.0,
M,DK,2009,Y15-64,PC,ED3-8,68.0,
M,DK,2009,Y15-64,PC,ED3_4,43.9,
M,DK,2009,Y15-64,PC,ED5-8,24.1,
M,DK,2010,Y15-64,PC,ED0-2,32.0,
M,DK,2010,Y15-64,PC,ED3-8,68.0,
M,DK,2010,Y15-64,PC,ED3_4,43.2,
M,DK,2010,Y15-64,PC,ED5-8,24.8,
M,DK,2011,Y15-64,PC,ED0-2,31.2,
M,DK,2011,Y15-64,PC,ED3-8,68.8,
M,DK,2011,Y15-64,PC,ED3_4,44.4,
M,DK,2011,Y15-64,PC,ED5-8,24.4,
M,DK,2012,Y15-64,PC,ED0-2,30.7,
M,DK,2012,Y15-64,PC,ED3-8,69.3,
M,DK,2012,Y15-64,PC,ED3_4,44.8,
M,DK,2012,Y15-64,PC,ED5-8,24.4,
M,DK,2013,Y15-64,PC,ED0-2,30.8,
M,DK,2013,Y15-64,PC,ED3-8,69.2,
M,DK,2013,Y15-64,PC,ED3_4,44.5,
M,DK,2013,Y15-64,PC,ED5-8,24.8,
M,DK,2014,Y15-64,PC,ED0-2,29.9,b
M,DK,2014,Y15-64,PC,ED3-8,70.1,b
M,DK,2014,Y15-64,PC,ED3_4,44.4,b
M,DK,2014,Y15-64,PC,ED5-8,25.7,b
